track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,tiktok_views,airplay_spins,siriusxm_spins,pandora_streams,soundcloud_streams,shazam_counts,explicit_track
Turn On The Lights again.. (feat. Future),USB,Fred again..,1/17/2022,GBAHS2201001,"2,214",30.4,"190,872,805",61.0,"4,804,721","435,794,732","18,922",1,"520,655","6,101,751","1,617,989",0
Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,1/1/2013,GBAHS1300498,"2,236",30.3,"1,327,093,253",70.0,"875,568,512","1,196,196,511","121,439",214,"62,386,418","2,123,648","25,620,314",0
Clout (feat. Cardi B),FATHER OF 4,Offset,2/22/2019,USUG11802308,"2,231",30.3,"306,221,125",58.0,"635,706,453","90,607,937","15,637",102,"76,691,389","25,647,174","2,066,390",1
One Last Time,My Everything,Ariana Grande,8/21/2014,USUM71409723,"2,243",30.2,"1,465,918,510",77.0,"1,101,895,606","285,511,671","83,891",118,"263,174,203","11,323,498","5,273,745",0
When It Rains It Pours,This One's for You,Luke Combs,6/2/2017,QZ4751600015,"2,258",30.1,"807,802,864",78.0,"576,510,087","42,065,642","118,955",49,"327,355,246","1,542,691","1,719,362",0
Roses,Roses,The Chainsmokers,6/16/2015,USQX91500801,"2,270",30.0,"1,046,848,265",68.0,"585,020,723","405,625,969","30,641",87,"294,611,058","26,571,481","9,203,307",0
Hotel,Hotel,Montell Fish,9/16/2022,QZVBE2200009,"2,291",29.9,"296,674,882",74.0,"38,522,238","366,838,888","1,045",11,"2,352,924","5,655,239","924,914",0
By Your Side,By Your Side,Rod Wave,11/22/2021,USQX92105590,"2,303",29.8,"164,804,108",60.0,"111,437,165","50,358,850","27,123",168,"25,392,031","25,401,080","569,269",1
Teeth,Teeth,5 Seconds of Summer,8/21/2019,USUG11902528,"2,315",29.7,"683,247,723",71.0,"322,965,834","561,046,941","27,799",74,"56,491,309","6,558,783","3,637,003",0
I Took A Pill In Ibiza,The Truth,Mike Posner,6/22/2015,USUM71503636,"2,316",29.7,"83,366,020",49.0,"2,000,837,797","29,251,104","6,558",423,"4,297,588","1,709,698","560,533",1
Let It Go,Let It Go,James Bay,1/1/2014,USUM71405265,"2,338",29.5,"1,197,774,081",65.0,"580,076,338","112,554,627","43,670",107,"472,029,142","37,231,576","9,218,458",0
Where It Ends,Where It Ends,Bailey Zimmerman,8/19/2022,USWB12202445,"2,343",29.5,"178,441,881",75.0,"24,354,425","161,742,703","123,672",36,"50,809,758","3,063,287","456,834",0
City Boys,Workout Rap 2024,Burna Boy,2/23/2022,USAT22307528,"2,342",29.5,"152,289,860",69.0,"79,913,960","546,510,983","32,815",198,"5,325,630","4,253,187","1,398,310",1
Face Off,Face Off,Tech N9ne,10/7/2021,USZHR2100088,"2,347",29.5,"194,908,788",59.0,"140,886,656","5,338,367,302","1,236",121,"11,414,784","3,118,191","1,640,152",1
Te Robarï¿,Te Robarï¿,Nicky Jam,3/22/2019,USSD11900072,"2,366",29.3,"547,483,874",61.0,"768,753,162","5,221,834","9,233",55,"130,897,920","1,690,083","2,115,863",0
Dandelions,Dandelions,Ruth B.,4/28/2017,USSM11703468,"2,383",29.2,"1,561,518,107",82.0,"96,339,252","7,603,775,552","16,685",119,"18,672,545","541,064","4,364,553",0
I Love You So,I Love You So,The Walters,11/28/2014,TCACC1438995,"2,394",29.2,"1,410,353,130",83.0,"417,265,571","3,241,952,947","43,972",652,"10,212,607","25,431,145","3,007,369",0
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900773,"2,390",29.2,"930,343,185",75.0,"280,579,630","724,117,161",621,1,"38,736,042","3,706,611","2,035,027",0
Call Your Friends,Call Your Friends - Single,Rod Wave,8/18/2023,USQX92304741,"2,395",29.2,"47,296,342",46.0,"33,439,568","37,869,926","1,223",16,"14,954,542","9,036,620","208,435",1
Dirt Cheap,Leather,Cody Johnson,11/3/2023,QMCQK1900317,"2,387",29.2,"44,047,842",11.0,"11,326,093","8,486,978","43,529",4,"15,957,709","620,808","252,283",0
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,USUM72002771,"2,388",29.2,"610,838,644",70.0,"369,182,880","69,072,143","26,205",7,"18,824,576","7,873,761","3,110,101",0
Little Dark Age,Little Dark Age,MGMT,10/17/2017,USSM11707035,"2,415",29.0,"641,453,269",72.0,"409,991,163","2,500,579,993","3,168",15,"3,927,900","1,330,759","5,504,564",0
Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208971,"2,437",28.9,"254,191,262",71.0,"66,231,224","33,984,850","3,925",35,"12,592,517","6,055,815","555,350",1
Dynamite,Rokstarr (Special Edition),Taio Cruz,1/1/2010,GBUM71003721,"2,439",28.9,"1,070,923,216",69.0,"576,914,505","185,228,504","163,744",210,"585,431,213","1,472,657","8,023,558",0
Here,Here,Alessia Cara,4/30/2015,USUM71506251,"2,441",28.9,"616,445,374",65.0,"656,387,408","166,158,568","31,457",81,"436,811,272","15,694,109","7,438,678",0
Am I Wrong,More Music 2013,Nico & Vinz,1/1/2013,USWB11304681,"2,440",28.9,"965,827,790",71.0,"243,060,460","930,985,864","31,268",159,"598,857,243","33,851,324","19,231,875",0
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,TCAGJ2289254,"2,424",28.9,"227,893,586",73.0,"30,913,276","117,505,652","129,172",34,"56,972,562","1,336,043","708,143",0
Tennessee Orange,Tennessee Orange,Megan Moroney,9/2/2022,TCAGJ2289254,"2,424",28.9,"227,893,586",73.0,"30,913,276","117,505,652","129,172",34,"56,972,562","1,336,043","708,143",0
Still Trappin' (with King Von),The Voice,Lil Durk,12/24/2020,USUM72024651,"2,448",28.8,"176,140,377",61.0,"90,527,434","12,014,523","10,226",36,"27,955,730","35,096,727","494,233",1
Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers) - Single,Zach Bryan,1/27/2023,USWB12300176,"2,461",28.7,"261,468,916",75.0,"8,880,434","127,691,196",320,4,"13,386,628","4,161,850","481,576",1
Wagon Wheel,True Believers,Darius Rucker,1/1/2013,USCN11200248,"2,477",28.6,"727,417,273",73.0,"563,826,762","101,847,028","128,432",126,"575,560,582","1,206,091","3,566,957",0
Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106692,"2,485",28.6,"669,099,980",76.0,"213,028,772","101,980,300","4,608",90,"4,076,339","5,014,133","1,352,593",0
Location (feat. Burna Boy),PSYCHODRAMA,Dave,3/8/2019,GBUM71900578,"2,490",28.5,"540,907,681",70.0,"281,620,086","65,403,430","7,620",9,"221,658","7,901,879","1,899,818",1
Poppin,2 Alivï¿,Yeat,2/18/2022,USUM72202097,"2,493",28.5,"152,999,496",63.0,"41,680,427","165,647,395",67,47,"970,494","21,669,688","162,198",1
Memories,Memories,Conan Gray,4/15/2022,USUM72204111,"2,494",28.5,"445,742,307",72.0,"65,247,352","299,317,588","2,878",3,"1,484,701","2,312,729","2,074,587",0
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,9/27/2019,USUM71919280,"2,499",28.4,"349,688,559",60.0,"66,011,548","643,169,528",854,43,"118,261,786","41,833,353","771,928",1
X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201738,"2,503",28.3,"409,394,001",64.0,"123,846,563","1,334,863,571","15,971",81,"23,456,449","676,729","526,470",1
About You,Being Funny In a Foreign Language,The 1975,10/14/2022,GBK3W2202321,"2,506",28.3,"350,348,521",75.0,"63,111,604","793,536,731","27,952",5,"1,164,726","446,223","508,585",0
brutal,SOUR,Olivia Rodrigo,5/21/2021,USUG12101242,"2,524",28.2,"639,900,946",73.0,"147,309,966","774,173,668","8,153",85,"17,091,110","278,311","820,892",1
Recognize (feat. Drake),PARTYNEXTDOOR TWO,PARTYNEXTDOOR,7/29/2014,USWB11401866,"2,531",28.2,"275,465,440",65.0,"290,207,058","53,454,696",334,8,"305,888,690","140,184,475","2,030,167",1
JACKIE BROWN,WASTELAND,Brent Faiyaz,7/8/2022,QM24S2203177,"2,542",28.1,"247,386,146",70.0,"48,937,559","119,045,728","2,377",553,"13,188,304","7,098,189","1,184,981",1
Never Going Home,Summer 2021,Kungs,4/28/2021,FR9W12110749,"2,539",28.1,"304,069,347",63.0,"87,407,927","94,926,621","117,243",24,"675,312","948,433","5,206,645",0
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,4/24/2023,USUYG1480456,"2,547",28.1,"58,652,026",54.0,"74,399,520","344,636,407",66,6,"4,123,989","1,875,071","397,215",1
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,1/11/2019,USQX91803314,"2,564",27.9,"895,496,661",75.0,"60,795,572","500,515,994","19,935",9,"44,369,088","15,946,343","5,540,938",1
Dilemma,Nellyville (Explicit Version),Nelly,6/25/2002,USUR10200370,"2,573",27.9,"859,999,247",74.0,"1,639,732,381","368,297,203","173,135",86,"1,097,430,738","12,481,497","10,809,090",1
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,5/26/2023,USUM72307802,"2,572",27.9,"83,393,310",64.0,"14,159,412","9,909,365",288,57,"310,482","7,298,891","180,040",1
OJALï¿,OJALï¿,Maria Becerra,6/1/2022,USAT22205402,"2,579",27.8,"168,710,415",56.0,"358,805,694","248,098,853","10,771",1,"1,069,872","6,806","182,061",0
Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,"2,577",27.8,"536,110,386",71.0,"19,011,964","1,573,795,763","6,686",84,"12,812,687","118,548","361,280",0
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,1/1/2013,GBUM71301823,"2,586",27.8,"1,256,488,099",80.0,"721,653,474","881,937,736","7,063",38,"437,188,269","1,084,712","6,185,418",0
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,9/13/2019,USC4R1902750,"2,594",27.7,"589,145,587",71.0,"235,289,339","569,986,027","12,737",19,"2,115,178","3,607,934","3,769,063",0
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/2011,GBUM71111565,"2,606",27.7,"1,442,872,605",79.0,"572,303,765","1,549,975,311","10,698",224,"326,465,544","7,979,390","8,122,251",0
8:00 AM,8:00 AM,Nicki Nicole,5/17/2023,UYB282300034,"2,601",27.7,"135,465,283",63.0,"106,663,098","500,108,092","2,340",5,"892,114","16,447","225,730",1
Fisherrr,Fisherrr - Single,Cash Cobain,2/28/2024,NL8RL2403852,"2,598",27.7,"9,215,777",28.0,"12,076,033","40,589,924","12,552",41,"72,082","2,362,661","286,190",1
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,6/16/2017,GBARL1700772,"2,626",27.5,"1,120,187,276",70.0,"80,920,611","2,745,676,769","32,897",2,"80,533,361","1,692,679","13,710,879",1
Pink + White,Blonde,Frank Ocean,8/20/2016,QZ5C81600003,"2,642",27.4,"1,299,650,856",83.0,"158,016,588","442,090,971","6,091",221,"24,819,579","9,043,608","2,187,716",0
Space Song,Depression Cherry,Beach House,8/21/2015,USSUB1512203,"2,646",27.4,"1,099,069,598",73.0,"127,534,602","2,588,157,478","4,491",9,"24,447,183","16,000,671","7,887,047",0
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,7/7/2023,USUG12302091,"2,673",27.3,"247,056,218",69.0,"41,065,721","386,594,049","21,779",3,"3,133,286","283,563","459,379",0
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/11/2019,GBAHS1900714,"2,665",27.3,"765,374,782",67.0,"419,150,011","43,199,667","136,075",43,"51,150,454","524,871","4,294,116",0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,3/10/2023,USRC12300209,"2,699",27.1,"161,172,707",66.0,"52,352,229","140,240,096","71,615",534,"12,462,344","37,415","1,364,052",0
Typa Girl,BORN PINK,BLACKPINK,9/16/2022,KRA402200021,"2,697",27.1,"357,054,107",66.0,"199,710,937","790,229,870","1,109",14,"1,790,458","1,604,862","359,205",1
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,12/24/2019,USDXS1911811,"2,706",27.0,"413,743,535",73.0,"420,669,522","152,431,204",210,42,"31,804,920","25,393,281","750,571",0
Heartless,808s & Heartbreak (Exclusive Edition),Kanye West,1/1/2008,USUM70840511,"2,738",26.9,"1,315,577,954",79.0,"366,241,783","250,337,316","18,653",67,"587,055,437","54,924,850","3,795,507",0
Mercy,Mercy,Shawn Mendes,8/18/2016,USUM71603531,"2,727",26.9,"1,351,515,181",74.0,"602,907,962","169,125,285","54,431",245,"216,511,252","903,940","5,017,015",0
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,8/25/2023,QZ7R42353128,"2,736",26.9,"63,748,913",60.0,"109,386,782","4,695,060",481,113,"306,518","420,845","202,893",1
More Than My Hometown,More Than My Hometown,Morgan Wallen,4/17/2020,QZ22S1800117,"2,755",26.8,"503,296,417",74.0,"198,319,407","124,574,139","114,836",31,"183,787,853","4,962,564","986,413",0
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,11/10/2022,GBUM72205880,"2,756",26.7,"185,042,019",62.0,"35,977,202","68,670,799","78,838",189,"1,099,976","1,809,877","958,912",0
Captain Hook,Suga,Megan Thee Stallion,3/6/2020,QMCE32000098,"2,787",26.6,"199,063,354",59.0,"140,058,306","1,039,448,470","1,605",50,"56,991,073","14,093,735","692,819",1
messy in heaven,messy in heaven,venbee,9/23/2022,GBARL2201891,"2,779",26.6,"120,785,398",59.0,"25,495,861","64,940,140","62,413",231,"836,667","6,455,224","742,291",0
Little Bit of Love,Little Bit of Love,Tom Grennan,1/8/2021,GBARL2001197,"2,810",26.5,"389,164,529",62.0,"96,711,789","82,984,646","249,186",56,"1,555,422","3,087,711","3,654,247",0
I Knew You Were Trouble.,I Knew You Were Trouble.,Taylor Swift,1/1/2012,USCJY1231039,"2,809",26.5,"839,642,356",72.0,"545,463,966","48,882,930","3,816",42,"653,492,761","836,565","9,583,929",0
The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,1/1/2000,USIR10000448,"2,796",26.5,"1,798,020,679",81.0,"961,666,231","771,015,965","70,311",82,"508,575,450","1,131,521","6,637,985",1
Save Me,Save Me,Jelly Roll,6/25/2020,USZHR2000088,"2,799",26.5,"143,528,699",65.0,"395,691,039","184,322,890","1,328",8,"89,016,137","5,123,723","795,577",0
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,5/19/2023,QZQMB2105022,"2,797",26.5,"168,963,270",52.0,"138,646,834","90,780,465","6,941",7,"7,647,073","276,309","327,415",0
NOSTYLIST,NO STYLIST,Destroy Lonely,8/12/2022,USLD91740130,"2,818",26.4,"100,973,437",63.0,"14,289,584","552,255,188",511,34,"466,721","10,092,692","443,594",1
Where You Are,Where You Are,John Summit,3/3/2023,USUG12301338,"2,822",26.3,"123,058,600",71.0,"15,090,329","30,233,661","19,860",16,"3,482,823","2,120,172","763,897",0
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,Yeat,8/10/2023,USUM72311204,"2,832",26.3,"48,790,265",59.0,"11,963,045","2,309,009",242,56,"230,247","5,094,725","158,531",1
Rhyme Dust,Rhyme Dust,MK,2/24/2023,GBARL2300220,"2,843",26.2,"116,992,202",65.0,"7,745,796","92,238,960","14,692",281,"1,299,775","3,195,929","762,785",0
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,2/25/2022,USYFZ2264208,"2,872",26.0,"209,635,991",71.0,"26,381,437","231,239,811","99,987",102,"23,457,347","1,923,886","832,908",0
Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,6/15/2017,QZ8TY1700001,"2,878",26.0,"899,431,434",72.0,"345,265,852","813,589,191","1,116",26,"86,963,909","26,708,285","3,585,978",1
Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,11/4/2022,USHR12244832,"2,875",26.0,"139,783,785",63.0,"37,874,489","129,948,415","5,116",1,"3,097,330","4,553,795","2,203,339",0
Reminder,Starboy,The Weeknd,11/25/2016,USUG11600998,"2,890",25.9,"1,015,965,940",77.0,"530,807,213","445,032,303","5,219",68,"71,957,016","7,071,878","3,869,271",1
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,QMJMT2002693,"2,923",25.8,"609,716,786",69.0,"280,056","1,195,714,328","2,436","1,626","42,232,240","5,318,764","3,251,229",1
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,8/31/2018,USUM71813334,"2,944",25.7,"709,560,621",68.0,"478,624,672","19,887,287","1,798",15,"138,039,395","3,163,011","1,461,359",1
the perfect pair,Beatopia,beabadoobee,7/15/2022,GBK3W2202093,"2,936",25.7,"230,129,740",72.0,"34,590,747","369,833,975","25,825",131,"479,950","3,697,209","409,448",0
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/2023,USUM72311229,"2,967",25.6,"96,105,220",60.0,"40,245,884","531,122,265","2,188",69,"1,583,340","742,848","443,624",1
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,8/16/2019,USSM11905215,"2,977",25.5,"548,333,714",77.0,"191,331,224","256,819,834",19,26,"252,841,658","12,131,149","952,624",1
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,10/21/2022,GBAHS2201155,"2,985",25.5,"110,545,738",62.0,"23,040,928","6,584,480","201,798",40,"132,408","494,533","1,431,373",0
Slow Hands,Slow Hands,Niall Horan,5/4/2017,USUG11700631,"2,989",25.5,"946,043,494",70.0,"304,206,080","93,693,477","85,404",334,"267,765,362","9,334,619","4,873,266",0
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300808,"2,984",25.5,"140,137,839",64.0,"22,406,782","47,494,771","1,377",39,"119,778,007","1,538,268","157,892",0
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71907349,"3,007",25.4,"1,015,502,663",67.0,"290,850,550","102,264,948","171,291",404,"199,577,088","330,177","3,403,391",0
Antidote,Antidote,Travis Scott,7/28/2015,USSM11505661,"3,053",25.1,"693,552,475",68.0,"484,191,598","100,004,969",479,18,"260,556,165","5,339,568","3,758,685",1
Summer Too Hot,Summer Too Hot,Chris Brown,6/23/2023,USRC12301497,"3,047",25.1,"41,255,598",51.0,"24,244,922","1,570,567","91,035",151,"16,529,034","351,529","485,039",1
Elastic Heart,Full Circle: The Live Anthology,Sia,11/20/2011,USRC11400976,"3,064",25.0,"924,784,325",70.0,"1,537,848,233","663,268,482","25,242",15,"221,150,587","831,706","3,499,919",0
2 Phones,2 Phones,Kevin Gates,11/6/2015,USAT21503158,"3,083",24.9,"384,977,271",61.0,"54,470,349","129,310,076",424,28,"344,533,623","77,602,717","1,751,139",1
Blame,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Calvin Harris,1/1/2014,GBARL1400567,"3,103",24.8,"934,248,345",73.0,"875,518,093","98,339,758","39,747",37,"244,084,589","298,284","10,476,296",0
Thotiana,Famous Cryp,Blueface,6/20/2018,QZDA51839408,"3,129",24.7,"374,553,396",13.0,"406,426,712","578,801,821","13,460",4,"51,852,737","11,047,458","925,687",1
Asking,Asking (feat. Clementine Douglas),Sonny Fodera,7/7/2023,US39N2307761,"3,117",24.7,"86,564,714",71.0,"7,626,020","2,191,926","24,743",24,"2,191","4,831,190","545,123",0
Bangarang (feat. Sirah),Bangarang EP,Skrillex,12/23/2011,USAT21104243,"3,123",24.7,"474,420,154",64.0,"1,122,789,221","1,383,691,192","10,895",24,"70,682,103","41,640,906","5,198,362",1
One Man Band,Old Dominion,Old Dominion,1/18/2019,USRN11800147,"3,132",24.6,"439,281,048",75.0,"225,336,788","60,781,778","24,352",155,"393,520,749","776,333","1,750,559",0
YEAH RIGHT,Yeah Right,Joji,5/8/2018,USUYG1194991,"3,192",24.4,"707,551,397",21.0,"222,319,540","186,530,347",119,56,"9,776,641","18,684,374","1,508,168",1
Soundgasm,Soundgasm,Rema,6/10/2021,NGA3B2114003,"3,195",24.4,"142,352,659",58.0,"105,833,149","129,897,849","9,295",85,"5,024,541","5,273,813","2,768,798",1
Oklahoma Smokeshow,Summertime Blues,Zach Bryan,7/15/2022,USWB12202706,"3,193",24.4,"283,406,755",77.0,"62,279,409","49,171,406",794,22,"42,707,006","3,672,155","363,648",0
Style,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431319,"3,179",24.4,"1,216,966,135",74.0,"848,555,837","428,073,160","18,666",117,"388,338,220","448,643","6,844,702",0
FEEL,Timeless,Davido,3/30/2023,GBARL2300319,"3,202",24.4,"65,174,919",64.0,"37,986,567","479,919,203","7,196",34,"1,188,467","998,528","1,062,087",0
Cï¿½ï¿½MO SE SIENTE - R,Como Se Siente (Remix),Jhay Cortez,5/9/2020,USUM72010288,"3,190",24.4,"705,672,746",70.0,"271,113,088","124,603,506","4,564",20,"66,731,877","72,533","633,497",1
Without Me,The Source - Hip Hop Hits Vol. 6,Eminem,1/1/2002,USIR10211038,"3,210",24.3,"2,146,682,342",83.0,"347,730,526","177,890,147","2,668",69,"424,694,899","36,224,403","13,371,463",1
Lost Boy,Lost Boy,Ruth B.,8/21/2015,USSM11506787,"3,207",24.3,"840,781,611",64.0,"32,641,573","160,655,710","1,910",21,"395,651,668","1,523,157","3,966,093",0
Diamondz n Roses,Diamondz n Roses,VaporGod,3/23/2023,QZHN42330211,"3,205",24.3,"33,044,062",6.0,"17,304,165","2,490,290,769",4,25,"37,348","4,078,815","42,664",0
Paris,Paris,The Chainsmokers,1/13/2017,USQX91603031,"3,243",24.2,"1,188,567,787",68.0,"96,234,317","388,633,141","47,278",91,"251,208,489","1,880,533","4,914,487",0
Kool-Aid,Kool-Aid,Bring Me The Horizon,1/5/2024,GBARL2301975,"3,235",24.2,"49,756,092",73.0,"16,624,763","4,372","3,566",5,"2,053,888","351,383","65,087",1
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,11/5/2020,ES5022000718,"3,277",24.0,"401,979,272",66.0,"236,719,624","203,030,554","15,171",6,"232,813","1,133,646","1,750,278",0
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/2023,USWB12304905,"3,271",24.0,"157,676,395",76.0,"5,025,676","2,359,449","8,672",302,"12,486,187","1,123,740","118,515",1
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,USUM72306021,"3,326",23.8,"106,740,885",66.0,"4,758,436","12,122,087","48,065",407,"26,114,309","401,556","432,706",1
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,USE7D2300024,"3,327",23.8,"173,061,521",67.0,"53,668,901","239,225,982",2,1,"23,293,442","958,109","604,065",0
Notion,Futureproof,The Rare Occasions,8/5/2016,USHM21617726,"3,325",23.8,"597,718,233",76.0,"152,225,528","1,985,146,213",432,57,"6,377,646","23,761,659","3,504,438",0
Outskirts,Outskirts,Sam Hunt,3/10/2023,USUM72302885,"3,334",23.8,"66,067,682",65.0,"7,470,172","2,892,289","141,315",68,"35,832,045","341,717","241,991",0
X,X,Nicky Jam,2/22/2018,USSD11800024,"3,319",23.8,"981,323,727",73.0,"87,459,823","371,899,059","38,418",341,"162,612,776","851,609","13,561,186",0
Promiscuous,Loose (Japan Version),Nelly Furtado,1/1/2006,USUM70603473,"3,348",23.7,"1,194,124,781",78.0,"810,297,837","1,795,501,997","74,370",337,"483,978,772","6,774,273","6,254,052",0
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,USRC12203917,"3,361",23.7,"320,296,093",76.0,"27,153,913","38,533,990","1,032",14,"1,803,985","3,922,370","343,605",0
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,GBUM72205420,"3,386",23.6,"146,921,991",61.0,"37,582,359","351,979,940","117,393",63,"803,647","239,714","813,738",0
Distraction,Distraction,Polo G,6/3/2022,USSM12204451,"3,383",23.6,"103,549,505",55.0,"40,937,892","21,878,255","3,795",35,"6,567,553","13,099,010","177,908",1
Washing Machine Heart,Be the Cowboy,Mitski,8/17/2018,USJ5G1815012,"3,388",23.6,"743,015,700",77.0,"177,148,832","1,004,422,009",647,250,"4,304,887","12,250,564","1,821,714",0
Little Things,Little Things,Jorja Smith,5/11/2023,QM4TX2344810,"3,380",23.6,"46,615,691",54.0,"6,255,853","758,814,572","15,021",11,"380,027","985,463","591,008",0
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/2020,QM24S2006908,"3,382",23.6,"390,893,607",66.0,"94,620,680","368,523,039","1,122",6,"12,496,672","3,841,582","927,120",1
Ball If I Want To,Ball If I Want To,DaBaby,6/18/2021,USUM72109804,"3,418",23.5,"216,934,691",60.0,"70,627,607","1,016,363,322","8,865",94,"46,773,968","8,702,695","603,507",1
Limbo,Prestige,Daddy Yankee,1/1/2012,USNPD1200128,"3,400",23.5,"508,914,869",70.0,"1,529,347,092","73,318,392","12,567",67,"200,834,379","330,708","5,615,561",0
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,1/1/2010,USLF21000041,"3,402",23.5,"841,183,589",76.0,"485,860,020","64,589,027","2,137",351,"793,976,863","1,444,503","6,644,459",0
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,USA2P2330072,"3,425",23.4,"165,916,276",70.0,"52,705,822","92,644,726","4,205",31,"570,444","861,470","139,260",0
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,9/25/2017,USUM71708973,"3,424",23.4,"317,302,250",54.0,"113,727,264","286,048,019","7,340",140,"87,899,940","74,265,281","2,007,712",1
Have Mercy,Have Mercy,Chlï¿½,9/10/2021,USSM12105357,"3,445",23.3,"202,781,631",60.0,"1,271,445","2,410,282,562","119,001","1,447","67,145,429","4,649,990","1,690,643",1
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,USUM72013570,"3,474",23.2,"277,094,824",63.0,"118,824,965","537,618,525",868,36,"8,138,349","13,393,881","3,474,234",1
Too Easy,Too Easy,Gunna,9/24/2021,QMCE32100757,"3,452",23.2,"133,039,977",54.0,"21,842,375","241,202,185","19,365",401,"15,478,634","13,914,231","216,542",1
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,USUM71414293,"3,465",23.2,"506,083,686",65.0,"191,257,884","53,859,932","20,173",45,"359,711,385","51,994,371","14,034,296",0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,QMRSZ2301462,"3,456",23.2,"21,485,335",1.0,"5,878,965","9,858,141","85,293",8,"28,859,182","242,451","92,321",0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,GBUM72200352,"3,484",23.1,"135,976,140",69.0,"37,952,419","14,785,534","3,782",3,"2,998,363","861,468","390,413",0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,USWL11700273,"3,520",23.0,"603,009,543",65.0,"752,863,338","33,166,882","13,214",19,"45,328,272","386,024","1,628,610",0
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,USSM11602625,"3,562",22.8,"478,791,369",63.0,"964,694,090","281,205,271","53,264",36,"17,832,312","143,896","4,680,196",0
